Gonzales Kent,Basagulero ang lover ko (1981)
Magnum Bob,Abused (1997)
Willis Norman (I),Black Diamonds (1940)
Baldini Renato,Isabella duchessa dei diavoli (1969)
Howard Anne (VII),Lorna Doone (1951)
Willman Rhett,Brothers Three: An American Gothic (2007)
Sanchez Felix,Through Your Child's Eyes: American Sign Language (2011)
Jendly Roger,La mort de Mario Ricci (1983)
Lipert Norma Jean,Lars the Emo Kid (2012)
Boudreau Andre,Birth of Eggman (2007)
Steele Barbara,Houseboat (1958)
Chen Sung Young,Xin huo shao Hong Lian si (1983)
Martin Joe (III),Jazz Monkey (1919)
Logothetis Ilias,Mia mera ti nyhta (2001)
Dennis Nick (I),A Streetcar Named Desire (1951)
Stevens Mark (I),The Street with No Name (1948)
Salvador Jr. Lou,Barbaro Cristobal (1968)
Pacifico Benito,Piedone l'africano (1978)
Barone Stephanie,Rosewood Avenue (2002)
Kelman Ricky,The Mystery of the Chinese Junk (1967)
Kim Dong Joo (IV),Geon-chook-hak-gae-ron (2012)
Davies Blair (I),The Pinch Singer (1936)
Ward Nadia (I),Spivs (2004)
Gerrard Douglas,By the Two Oak Trees (1913)
Bloch Jasmine Hope,Adriane's Warehouse (2010)
Fetto Yazz,Freak Out (2004)
Taliaferro Hal,King of the Arena (1933)
Inayoshi Yasushi,Hito mo arukeba (1960)
Ôtomo Ryûtarô,Akô rôshi - Ten no maki; Chi no maki (1956)
Valenzuela Lisa,Punching the Clown (2009)
Balachandran T.K.,Agniputhri (1967)
Alvarez Joe (II),Halina Neneng ko (1969)
Nemec Gabriel,Restart Não... Game Over! (2010)
Adams Mark (XVIII),Emily's Choice (2008)
López Vázquez José Luis,El cochecito (1960)
Chen Joan (I),To Whom It May Concern: Ka Shen's Journey (2010)
Brady William A.,The Volunteer (1917)
Mjøen Fridtjof,Der betrogene Kalif (1938)
Enright Nick (I),Serious Undertakings (1983)
Blanco Jesús (III),Perro Flaco (2011)
Hawkins Jack (I),Lord Jim (1965)
Sun Lee Michael,Mission Chinese (2012)
Gnilova Lyudmila,Dayte zhalobnuyu knigu (1965)
Feifel Martin,Sass (2001)
Scelzo Filippo,Kean (1940)
Makris Dinos,I poli pote den koimatai (1984)
Radchenko Ludmilla,Scacco matto (2008)
Ghali Samia,Rêves de France à Marseille (2003)
De Niro Robert,The Gang That Couldn't Shoot Straight (1971)
Bensimon Alexandra,Article 23 (2012)
Lance Jay,Berlin (2008/I)
Margulies David (I),Daniel (1983)
Anderson Ryan Vincent,Feeding Mr. Baldwin (2013)
Vishnuvardhan (I),Jagadeka Veera (1991)
Cepeda Laura,El próximo oriente (2006)
Estes Dan,The Bus Boy (2003)
Fitzsimmons R. Emmett,The Secret of My Succe$s (1987)
Dudson Tony,Harry Potter and the Half-Blood Prince (2009)
Kelly Brett (I),Pathology (2008)
Selge Edgar,Das Experiment (2001)
Hamano Natsujiro,Tomokichi to uma (1939)
Spory Siegfried,Die Jagd nach dem Stiefel (1962)
Forrest William (I),Women in Hiding (1940)
Wong Chun-Man,Des Teufels Paradies (1987)
Jira Emily,The Road to Sundance (2008)
Wagner Max (I),It's a Wonderful Life (1946)
Kantner China,Burning Down the House (2001)
Martinez Michael (XV),Knots (2010)
Wilson Ben F.,A Shot in the Dark (1915)
Cameo (I),I Do 2 (1990)
Kamp Ariane Von,No Tomorrow (1999)
Maupi Marcel,Une femme coupée en morceaux (1946)
Adler Jay,The Bad and the Beautiful (1952)
Süer Uluer,Degirmen (1986)
Tierney Malcolm,Withdrawal (2006)
Dubois Nicole (I),Le grand bazar (1973)
Dickson Dick (I),Trail Dust (1936)
Stacquet Antoine,Le roi de la vitesse (1925)
Burtis Janet Maria,The Sidelong Glances of a Pigeon Kicker (1970)
Gauntier Gene,Captured by Bedouins (1912)
Le Guillermic Garance,Angie (2007)
Wilken Charles,Det ender med bryllup (1943)
Mishra Anand,Kaafila (2007)
Avery Phyllis,Made in America (1993)
Loos Horst-Werner,Min søsters børn når de er værst (1971)
Bernardin Philippe,Green Clogs (2011)
MacKenna Kate,Seeing Nellie Home (1943)
Tsugawa Masahiko,Hyoten (1966)
Induni Luis,Centomila dollari per Ringo (1965)
Jones Daniel (XII),Dawn (2012/II)
Mottl Bohumil,Na Svatém Kopecku (1934)
Soan Vivienne,The Premonition (2009)
Batabyal Shishir,Rajlakshmi O Srikanta (1958)
Farrell Charlie,The Gift Wrapper (2008)
Kodou Maro,Yie mou... Yie mou... (1965)
Henley Charles (II),The New Halfback (1929)
Klancnik Sasa,Srecen za umret (2013)
Togioka Mitsuo,The Grudge 2 (2006)
Germann Greg (I),Once Around (1991)
Flint Sam,Singing on the Trail (1946)
Peck Gary,The Run (2006/II)
Smith Jack C. (I),Cheyenne Rides Again (1937)
Nagle Joel (I),Thrilled to Death (1989)
Pongsuan Saeng Ta Ngai,Men of War (1994)
Arbó Manuel,Aquellos tiempos del cuplé (1958)
Kaufman Max (I),The Walking Dead: The Game - Episode 3: Long Road Ahead (2012)
Carrillo Carlos (V),Total Overdose: A Gunslinger's Tale in Mexico (2005)
Carosello Flora,Italiani! È severamente proibito servirsi della toilette durante le fermate (1969)
Oldham Melissa,HandleSmasher (2012)
Lopukhovsky Pavel,Nochnoy ekipazh (1987)
La Rue Jane Ann,The Still Life (2007)
Aylmer Felix,The Vicar of Bray (1937)
Ward Amelita,Let's Face It (1943)
Gascoigne Nick,Scarlet (2006)
Pitts Zasu,The Pie Eyed Piper (1918)
Pescara Pateras Teodoro,La casa del peccato (1938)
Roel Gabriela,El tres de copas (1986)
McDermott Colleen,Access Denied (1996/I)
Flloko Timo,Liri a vdekje (1979)
Escudero Mónica,La Raulito (1975)
Na Wei,Xue zhan dao di (2006)
Fischer John Louis,A Stranger Among Us (1992)
Bateman Rodney,Oyster Farmer (2004)
Radzina Elza,Sergey Ivanovich ukhodit na pensiyu (1980)
Banerjee Kaushik,Bhalobasa Bhalobasa (1985)
Steegen David (I),Pièces d'identités (1998)
Monthil Marcelle,La symphonie fantastique (1942)
Gainza Jayson,Reyna: Ang makulay na pakikipagsapalaran ng mga achucherva achuchuva achechenes... (2006)
Caler John,The Revolt of Mamie Stover (1956)
Nedelchev Svetozar,Dopalnenie kam zakona za zashtita na darzhavata (1976)
Ter Ángel,Amor a todo gas (1969)
Daflos Menelaos,Parees (2007)
João Adelaide,Um Funeral à Chuva (2010)
Gifford Kellen,Laughing at the Moon (2012)
Parton Dolly,The Best Little Whorehouse in Texas (1982)
Harian Owen,The All-American Boy (1973)
Muller Paul (I),Une grande fille toute simple (1948)
Otten Jochen,Het onopmerkelijke leven van Hans Boorman (2011)
O'Connell Charlie (I),Dude Where's My Car? (2000)
Uhl Nadja,300 Worte Deutsch (2013)
Vellozzi Sonny (I),Invincible (2006)
Holloway Kristen,Underhanded (2009)
Sampat Hitesh,Tamboo Mein Bamoo (2001)
Hurst Rick,Worth Winning (1989)
Martis Jacques,Tendre et malicieuse Christina (1980)
Rush Dick,The Oregon Trail (1939)
Waller Annalee,Babes on Broadway (1941)
Faye Herbie,Enter Laughing (1967)
Omo Esosa,A ras de suelo (2005)
French Charles K.,The Guilty Man (1918)
Rodríguez Miguel Ángel (IV),El gallo de Sinaloa (1998)
Swann Rebekah,Combination Lock (2009)
Meyer David (II),The Long Run (2001)
Kropp Eloise,Cinema Six (2012)
Francavilla Ronald,The Cassidy Kids (2006)
Curry Lawannah Ann,Thor's Hammer (2009)
Trinidad Paul (I),Hangga't may hininga (1996)
Deitch Kathy,The Forest Is Red (2012)
Reiss Helge,Hans Nielsen Hauge (1961)
Cudia Feling,Wanted Bata-Batuta (1987)
Piroyansky Martín,El frasco (2008)
Brunet Kevin (I),Tykho Moon (1996)
Hidaka Sumiko,Boryoku (1952)
Llewelyn Desmond,The Amorous Adventures of Moll Flanders (1965)
Szarka Nick,Melvin and His Boss (2005)
Sarandon Susan,After the Harvest: Fighting Hunger in the Coffeelands (2011)
Thomas Kendra,H.O.G.'S Tooth (2011)
Heath Marianne,Concerned Lady for America (2006)
Elisztratov Szergej (I),Vállald önmagadat (1975)
Kashtonova Alevtina,Mon Paradis - Der Winterpalast (2001)
Roberts Jeff (XVI),Stuff (2010/I)
Aizome Yumeko,Kokusai mitsuyu-dan (1944)
Raynor Timothy L.,Boli li? Prvata balkanska dogma (2007)
Shindler Dara,I Never (2003)
Dost Dieter,Helsinki Napoli All Night Long (1987)
Tou Adiara,Living In Tengrela (2012)
Ashirov Berdy,Klyatvy nashego detstva (1989)
Esse Marianthe,Lost: Black Earth (2004)
Perdelwitz Wanda,Tattoo (2002/I)
Perez Walter (I),Fame (2009)
García Álvarez Enrique,Los derechos de los hijos (1963)
Priya (X),Dosti (2011)
Deshpande Sulabha,Aadmi Khilona Hai (1993)
Kent Crauford,The Danger Mark (1918)
Jones Buck (I),The Rainbow Trail (1918)
Murphy Horace,Western Gold (1937)
Ilagan Liberty,Ipinagbili kami ng aming tatay (1959)
Fernández De Rosa Valentina,Te amo (1986)
Suzuki Mariko (II),Ninja Gaiden II (2008)
Li Chuan Yin,Tekken 5 (2005)
Owczaczyk Jerzy,Farba (1997)
Stiritz Walter,Adventures of Red Ryder (1940)
Bliss Ted (I),Black Legion (1937)
McCarthy Julianna,The First Power (1990)
Tóth Máté (I),Sértés (1983)
Gilligan John (II),Soldier's Horse (2011)
Foster Helen (I),Never Wave at a WAC (1953)
Belasco Jay,Her Hero (1917)
Pavuls Eduards,Krasnye listya (1959)
Perry Roger (I),Heaven with a Gun (1969)
Bursey Wanda,A Nightmare on Elm Street 4: The Dream Master (1988)
Bijvanck Christine,Code Blue (2011)
Androic Miljenka,Nemir (1982)
Marqués María Elena,Una noche bajo la tormenta (1969)
O'Connor Derrick,Time Bandits (1981)
Costa Lucas,Qualquer Lugar (2002)
Piccolo Tara,Empty Streets (2007)
Carrier Audréane,Les 3 p'tits cochons (2007)
Arcari Arturo,Sacachispas (1950)
Jacobini Maria,Il carnevale di Venezia (1928)
Singleton Joseph,Inside the Lines (1918)
Brooke Tyler,Times Square Lady (1935)
Strantzalis Kostas,To drama mias amartolis (1961)
Hiraizumi Sei,Young Power Series: Daigaku bangaichi (1969)
Velasco Myrna (I),Rock Baby Rock (1979)
Waghalter Harry,Blood Money (1921)
Zajaczkowski Doug,Determinism (2011)
Nybo Inger,Guerra redentrice (1915)
Barr Clarence,Come Seben Leben (1913)
Merullo Lennie,Hollywood's Magical Island: Catalina (2003)
Harrigan Nedda,Devil's Island (1939)
Elizondo Hector (I),Knight to D7 (2010)
Segura Bea,Lola vende ca (2002)
Bolas Xan das,¡Aquí hay petróleo! (1956)
Dionne Mónica,El beso final (1992)
Panda Sriram,Sindura Bindu (1976)
Hémery Annie,Une belle garce (1948)
Saki Eileen,Meteor (1979)
Bardian Yuri,Aistyonok (1980)
Daisy (VIII),It's a Great Life (1943)
Semorile Lorenzo,P.O.E. Poetry of Eerie (2011)
Michaeli Elisheva,Ha-Balash Ha'Amitz Shvartz (1973)
Lageman Mat,Chavez (2013)
Patric Jason,After Dark My Sweet (1990)
Kanuma Eri,Shûdôjo: Kokui no naka no uzuki (1980)
Edel Alfred,Vorwärts (1990)
Milicevic Branko,Uzrok smrti ne pominjati (1968)
Jellinek Tristram,A Handful of Dust (1988)
Wilson Dale (I),McCabe & Mrs. Miller (1971)
D'Andrea Caroline,Ricordati di me (2003)
Tanaka Haruo (I),Kankanmushi wa utau (1931)
Valsecchi Sven,Il caso Raoul (1975)
Anthony Wayne (I),Rupan sansei: Kariosutoro no shiro (1979)
Hayami Minoru,Joryû tanpô kisha (1935)
Perzel Michael,A Taste of Fear: Return of the Cleveland Torso Killer (2005)
Frenay Simon,Les neiges du Kilimandjaro (2011)
Dahl Helen,God's Half Acre (1916)
Gómez Cruz Ernesto,El trono del infierno (1994)
Sudhakar (I),Gilli Kahjalu (1998)
Barillas Walter,Odhaleni (2011)
Ramesh (I),Dil-E-Nadan (1953)
Endrovski Vladimir,Bal-Can-Can (2005)
Carminati Tullio,The Bat (1926)
Chan Jackie (I),Feng yu shuang liu xing (1976)
Hoshi Hikaru (I),Tokyo no josei (1960)
Arozamena Amparo,Tres bribones (1955)
Sini Linda,Testa t'ammazzo croce... sei morto... Mi chiamano Alleluja (1971)
Santos Jon (I),Hubad (2008)
Berest Frederic,Flame of Araby (1951)
Chut Gean,Gefsi apo idoni (1975)
Fissha Thomas,Ashes (2011/II)
Albright John (I),The Beginning or the End (1947)
Harada Chieko,Muremure joshidaisei (1976)
Roasio Maria,Attila (1918)
Allen Maude (I),Show Boat (1936)
Moller Sean (I),Loaded (2007/IV)
Ünal Cihan,Seni seviyorum (1983)
Ankrum Morris,Beginning of the End (1957)
Severo Tony,Sexo dos Anormais (1984)
Mitchell Austin (V),Detroit Bad Boyz (2011)
Elspas Jacob,Hush (1998)
Kayukov Stepan,Dubrovskiy (1936)
Beery Wallace,We're in the Navy Now (1926)
Powers Beverly,Kisses for My President (1964)
Donovan James (I),Sister Act (1992)
Robinson John (I),Emergency Call (1952)
van de Loo Rosa,Armut kennt viele Geschichten (2009)
Jones Julie (V),The Big Hurt (1988)
Vendeuil Magali,Une fille épatante (1955)
Grills Lucky,Outback Vampires (1987)
Derangère Grégori,Pas de scandale (1999)
Traeger Luke,Single Action Colt (2010)
Kim Kyeong-ik,Cheonhajangsa madonna (2006)
Art Nicholas,Knight and Day (2010)
Coy Laurence,1MC: Something of Vengeance (2010)
Brodland Ian,The Carrier (2010/III)
Corona Margarita,Gente conmigo (1967)
Knight Fuzzy,Mountain Music (1937)
Belhomme André,Caesar and Cleopatra (1945)
Arico Rose,Foresight (2009/I)
Willman Noel,The Dark Avenger (1955)
Watford Myk,Trailer Park of Terror (2008)
Romero Chanda,Magdalena dala paz (1977)
Duclos Brian,The Lepidoctor (2011)
Germain Jacques,Hercule & Sherlock (1996)
Hayworth Rita,Convicted (1938)
Barriscale James,Assassin's Creed III (2012)
Akaza Etsuko,Nippon Sengoshi - Madamu onboro no Seikatsu (1970)
Lawson Frank,Foodfight! (2012)
Probst Eva,Zwischen Ebbe und Flut (1950)
Harris Sam (II),Hong Kong (1952)
Loskot Wincenty,Ulica Graniczna (1948)
Caranasos Ellen,Never Get Outta the Boat (2002)
DeLuca Kristen,Off Hollywood Movie (2011)
Martínez Fele,Carmo (2008)
Casanova Silvia,Espérame en el cielo (1988)
van den Bergh Johannes,Pikkie (1972)
Reynolds Shelley,MechAssault (2002)
Basar Ali,Asmali konak: Hayat (2003)
Egan Trish,The Bicyclists (2009)
Young Kenny (II),Sacred Is the Flesh (2001)
Pemberton Amy,What Are the Chances (2006)
McConkey Shane (I),Walls of Freedom (1996)
Taylor Ian (XXXIII),Winter Survival (1979)
Austin Philip (I),Everything You Know Is Wrong (1975)
Çölgeçen Feridun,Alnimin kara yazisi (1968)
Brown Timothy (I),The Zebra Force (1976)
Cepeda Angie,Leyenda de fuego (2000)
Harrison George (I),A Hard Day's Night (1964)
Przedwojewski Sylwester,Zamach stanu (1981)
Salvatori Renato (I),Cadaveri eccellenti (1976)
Mok Monica,Xiu Hua Xie (2012)
Honkanen Antti,Taikapeli (1984)
Wahab Zarina,Maqaar (1986)
DiMaggio John,Call of Duty 4: Modern Warfare (2007)
Banks Benjamin,Bonne année (2008)
Satô Jirô,Sukeban hantâzu: Sôkatsu nagurikomi sakusen (2010)
Wong Alan (I),Ping Pong (1987)
Helfend Dennis,Naughty Nurse (1969)
Shawqi Farid,El akl zina (1950)
Banjac Mira,Sjecas Li Se Dolly Bell (1981)
Katya (X),GEG: Otvyaznoye priklyucheniye (1997)
Lowe David (VIII),Cold Storage (2009/I)
Fullenwider Fran,Nutcracker (1983)
Koronel Hilda,Kung mahawi man ang ulap (1984)
Holoubek Gustaw,Blekitny krzyz (1955)
Lai Ting-Lok,San wen zhi (1984)
Starrett Shelley,Frost Winterhawk (2011)
Villagómez Elizabeth,Comezón a la Mexicana (1989)
Tachibana Kikuko,Tokyo onigiri musume (1961)
Rygiel Jim,Rock 'n' Roll High School (1979)
Durham Louis,Love or Justice (1917)
Singleton Jr. Isaac C.,White Space (2013)
Mayunda Ngombe,Heist H2O (2011)
Miller Kristen (I),All In (2006)
Levignac Sylvain,La tournée des grands Ducs (1953)
Ladengast Walter,Das Mädchen vom Pfarrhof (1955)
Raji Mahjoub,Voyage dans le passé (1997)
Conklin Tracy,The Roomies (2010)
Vils Tanja,Schachmatt (2012)
Gilmore Gregg,Miles' Grand Exit (1994)
Hansen Gunnar (II),Gimme Skelter (2007)
Roberts Mario,Street Knight (1993)
Sterling Gail,Give It to Me (1984)
Lehnberg John,The Revenge of the Steeple-Jack (1915)
Hamlin Jon,Der Vater (2009)
Chabi Didier,Ca$h (2008)
Barry Tony (I),The Surfer (1986)
Summerscale Frank,Children of the Damned (1964)
Queen Wilhelmina,Queen Wilhelmina and Kaiser Wilhelm Riding in the Tier Garten (1902)
Sejbalová Jirina,Nevinná (1939)
Tønne Lisa,Min pappa av papp (2009)
Mitchell James Hamilton,Max Rencher: Mice to Meet You (2011)
Curran Bill (I),The Spikes Gang (1974)
St. John Bronwyn,Getting Lucky (1990)
Fusco Anna,Ex (2009)
Hoffman Jack (I),Runaway Bride (1999)
Conicelli Stephen,The Curse of the Bambino (2006)
Evans Shanie,Disappearing Bakersfield (2012)
Kunnecke Anna,The End of an End (2011)
Gadé Analía,Madame Sans-Gêne (1961)
Bunn Earle D.,Two Yanks in Trinidad (1942)
MacDonald J. Farrell,The Living Ghost (1942)
Bernby Julie,Sju svarta be-hå (1954)
Roberti Tino,Il richiamo del ghiacciaio (1952)
Szema Wah Lung,Sao huang qi qu lu (1979)
Rojas Michelle (I),Heroes of Newerth (2010)
Arrington Kyle (I),Lord of Dreams (2008)
Riggs Daniel,Groundhog Day (1993)
Konanyan Mihran,Konfargre the Dark Brotherhood (2010)
Varni Giuseppe,L'amante segreta (1941)
Bush Sophia,The Hitcher (2007)
Zólkiewski Andrzej,Klejnot wolnego sumienia (1983)
Dumas Roger (II),Chouans! (1988)
Midthunder Cody,Observe and Report (2009)
Philmar Philip,John Carter (2012)
Jayant (I),Himalay Ki Godmein (1965)
Fadem Josh,Patrice O'Neal: Elephant in the Room (2011)
Hammond Matthew (II),Minos (2005)
Genoves Alexandra,Emprise (2012)
Mimoun Patrick,Les murs porteurs (2007)
Haskell Jean,True As Steel (1924)
Jedd Matt,The Most Famous Celebrity of All Time! (2010)
Jarehavi Javed Rizvi,Ghar Ki Izzat (1994)
Kutchenkov I.,Ajna (1931)
Serendib Meena,3 Puffs of Gold (2012)
MacDonald Mary (II),Angel City (2006)
Shoffner Andrew,Alien Terminator (1995)
Aderhold Hans-Joachim,Zugverkehr unregelmäßig (1951)
McCoy Marlene,Arthur! A Celebration of Life (2005)
Maki Noriko (I),Tsuma ari ko ari tomo arite (1961)
Boujenah Michel,Prunelle Blues (1986)
Barredo Jim,The Good the Wild and the Beauty (1971)
Carter Shannon (III),Surrogates (2009)
Spencer Bradley M.,The Golfer & The Goose (2012)
Aguirre Alma Rosa,Al diablo las mujeres (1955)
Durbin John (I),The Return of the Living Dead (1985)
Karolou Haritini,Ti ki an gennithika ftohos (1967)
Kawasaki Noriaki,Ido (2005)
Lampén Eero,Kumma juttu (1989)
Wolf Susan,Frances (1982)
Casanova Martín,Exterminador implacable (1990)
Koltai János,Rosszemberek (1979)
Shih Ting-Ken,Da meng long (1973)
Betrone Annibale,Tigrana (1916)
Walker Alex (III),Entropy (2010)
Davis Bryn,Bringing Up Father (1946)
Andersson Joakim,En utflykt till månens baksida (2003)
Mandelys Christiane,La mort de Mozart (1909)
Randall Mónica,Crónica de un atraco (1968)
Schrauwen Nadja,K3 en het magische medaillon (2004)
Hardy Silvi,Mother of the Year (2010)
Chu Linda (I),Chu Liu Xiang zhi you ling shan zhuang (1982)
Ritchie Ben,Love Stalker (2011)
Constâncio Abel,Amado Batista em Sol Vermelho (1982)
Roc Philippe,Avenue X (2004/I)
Jay John Fitzgerald,Rôjin Z (1991)
Löwinger Sissy,Frau Wirtin treibt es jetzt noch toller (1970)
Aguilar Michelle (I),Greetings (2010)
Ponga,El pinoy Tom Jones (1970)
Weekes Laura,Mother (1996/II)
Tesco Nicky,I Hired a Contract Killer (1990)
Culp Joseph,L.A. Noire (2011)
Thalbach Sabine,Engel im Fegefeuer (1964)
Tanner Melinda,It's About Ugliness (2007)
O'Donnell Spec,Friends of Mr. Sweeney (1934)
Davidson William B.,Ain't It the Truth (1929)
Pavlowitch Paul,Mensonges (2007)
Nicholls Anthony (I),The Franchise Affair (1951)
Barkas Serafeim,Guiness (2009)
Alpaslan Mümtaz,Sözde kizlar (1967)
Álvarez Ángel (I),Una chica casi decente (1971)
Contento Memory,Life in Flight (2008)
Grinbergs Andris,Buy Bye Beauty (2001)
Labar Eduardo de,Los muchachos de antes no usaban gomina (1937)
McIntyre Christine (I),Three Hams on Rye (1950)
Garat Henri,La chaste Suzanne (1937)
Cook Jr. Elisha,The Great Bank Robbery (1969)
Atento J.J.,The Chronicles of the Order: The Next Level (2010)
Newman Barbara (VIII),The Big Something (2011)
Depp Harry,Love Is News (1937)
Finlayson James (I),The Mystery Man (1923)
Olsen Walter,Rainy Day Friends: Then and Now (2011)
Peraza Elluz,Los tracaleros (1977)
Choi Yau Git,Wong gok ma cheung (1992)
Deplazes Florine Elena,Savages (2012)
Felicjanska Ilona,Gunblast Vodka (2000)
Monica (XXXVII),Faslah (1974)
Carroll Comfort,Pump Station (1998)
Cendrakasih Aminah,Selangit mesra (1977)
Sábato Ernesto,Al corazón (1996)
Karadag Kudret,Kamcili kadin - kinova 3 (1972)
Massey Ilona,The Plunderers (1948)
Testi Fabio,Il carabiniere (1981)
Ibu Masatô,Yamato yo towa ni (1980)
Várkonyi Zsuzsanna,Forget About Me (1990)
Evans Candie,Swedish Erotica 3 (1981)
Sayar Leyla,Ankara ekspresi (1971)
Sapru D.K.,Chor Ke Ghar Chor (1978)
Redmond Granville,The Idle Class (1921)
Vidor József,Ali rózsáskertje (1913)
Gómez Jorge Alberto,Hasta la victoria siempre (1997)
Doolan Wade,Hannah's Zombie (2012)
Tucker Nora,The Last House on Dead End Street (1977)
Casella Maria Concetta,La morte è di moda (1989)
B. Saroja Devi,Daana Veera Shura Karna (1977)
Naik Umang,Popping the Question (2012)
Chase George,Cream Rinse (1976)
Schoelen Jill,The Stepfather (1987)
Rodriguez Arianna,Blaze You Out (2012)
Hamana Alan,Justice for All (2012)
Watson Angela (II),MBK: My Brother's Keeper (2007)
Gracia Ana (I),La reina del mate (1985)
Gates Casey (II),Divergence (2012)
Santucci Paulo,Tragedia Lirica (1910)
Warden Jack,Red Ball Express (1952)
Yevgrafov Viktor,V dvukh shagakh ot 'Raya' (1987)
Smith Patrick (XLIV),Soulless (2010/II)
Davis Hedo,Bobby Fischer Live (2009)
Kissova Daniela,Eating and Weeping (2004)
James Jim (V),Before the Music Dies (2006)
Kelly Kristen Marie,The Russian Roulette (2012)
Moinzadeh Mehdi,Zanan-e bedun-e mardan (2009)
Doré Julien,Ensemble nous allons vivre une très très grande histoire d'amour... (2010)
Faulkner Stephanie,High Risk (1981)
Rubio Norma,The Hitchhikers (2010)
Pessini Orival,Fofão - A Nave Sem Rumo (1988)
Yamamoto Fujiko (I),Suzakumon (1957)
Gathergood Andy,The Three Musketeers (2011)
Braban Harvey,The Viper (1938)
Tsumabuki Satoshi,Yaku san-jû no uso (2004)
